Price per cubic foot (LKR),Size (cu.ft),Wood Species,Wood Grade,Location,Building Type
600,17.23,burutha,A,Semi,Structural Framing
1206,16.27,thulan,B,Indoor,Door/window
450,23.02,ginisapu,A,Indoor,Roofing Components
1200,14.54,kempas,A,Semi,Roofing Components
666,3.76,microo,C,Indoor,Door/window
3000,20.98,thulan,A,Indoor,Structural Framing
1200,15.35,kempas,A,Semi,Roofing Components
827,24.65,teak,C,Semi,Structural Framing
1155,4.89,thulan,B,Indoor,Door/window
517,26.54,burutha,B,Semi,Structural Framing
536,19.37,jak,C,Semi,Door/window
1050,9.82,mahoganii,A,Semi,Structural Framing
537,23.53,pinewood,B,Indoor,Roofing Components
3000,10.37,thulan,A,Indoor,Structural Framing
1200,10.86,teak,A,Semi,Structural Framing
437,18.11,lunumidella,B,Semi,Roofing Components
329,12.47,burutha,C,Semi,Door/window
1392,19.27,microo,C,Indoor,Structural Framing
1200,10.61,teak,A,Semi,Door/window
351,21.79,ginisapu,B,Indoor,Roofing Components
684,8.1,mahoganii,C,Semi,Structural Framing
450,17.67,ginisapu,A,Indoor,Roofing Components
633,1.33,microo,C,Indoor,Door/window
688,23.13,microo,C,Indoor,Door/window
1200,8.05,teak,A,Semi,Door/window
165,4.55,ginisapu,C,Indoor,Door/window
723,3.31,kempas,C,Semi,Roofing Components
2000,21.77,microo,A,Indoor,Structural Framing
850,27.8,jak,A,Semi,Door/window
2800,28.83,kempas,A,Semi,Structural Framing
458,25.09,burutha,B,Semi,Structural Framing
1016,9.15,thulan,C,Indoor,Door/window
1614,29.61,microo,B,Indoor,Structural Framing
703,5.17,teak,C,Semi,Structural Framing
413,21.3,mahoganii,C,Semi,Door/window
1935,7.92,thulan,C,Indoor,Structural Framing
630,24.37,mahoganii,C,Semi,Structural Framing
436,29.95,burutha,B,Semi,Door/window
1789,22.67,microo,B,Indoor,Structural Framing
480,15.95,pinewood,B,Indoor,Roofing Components
3000,1.95,thulan,A,Indoor,Structural Framing
450,5.46,ginisapu,A,Indoor,Roofing Components
500,11.98,burutha,A,Semi,Door/window
256,27.94,ginisapu,C,Indoor,Roofing Components
696,6.3,teak,C,Semi,Door/window
927,15.87,kempas,B,Semi,Roofing Components
2000,7.03,microo,A,Indoor,Structural Framing
529,14.85,burutha,B,Semi,Structural Framing
519,10.4,pinewood,B,Indoor,Roofing Components
1682,10.11,kubuk,B,Outdoor,Structural Framing
820,11.87,mahoganii,B,Semi,Structural Framing
162,2.4,ginisapu,C,Indoor,Door/window
872,6.19,thulan,C,Indoor,Door/window
1276,29.79,kempas,B,Semi,Door/window
250,9.76,ginisapu,A,Indoor,Door/window
1257,22.56,thulan,B,Indoor,Door/window
161,21.56,mango,B,Indoor,Door/window
290,16.99,ginisapu,C,Indoor,Roofing Components
1200,28.98,teak,A,Semi,Door/window
2000,13.21,microo,A,Indoor,Structural Framing
1200,18.99,teak,A,Semi,Door/window
2000,2.89,microo,A,Indoor,Structural Framing
2149,4.2,kempas,B,Semi,Structural Framing
600,7.03,pinewood,A,Indoor,Roofing Components
849,4.56,mahoganii,B,Semi,Structural Framing
392,25.44,burutha,B,Semi,Door/window
1500,29.64,thulan,A,Indoor,Door/window
823,8.25,microo,B,Indoor,Door/window
812,28.4,jak,B,Semi,Structural Framing
2316,20.71,kempas,B,Semi,Structural Framing
464,18.27,pinewood,B,Indoor,Roofing Components
1500,4.09,kempas,A,Semi,Door/window
2397,18.88,kempas,B,Semi,Structural Framing
827,10.63,mahoganii,B,Semi,Structural Framing
1200,2.41,kempas,A,Semi,Roofing Components
1200,18.97,kempas,A,Semi,Roofing Components
1605,27.05,microo,B,Indoor,Structural Framing
986,23.79,kempas,B,Semi,Roofing Components
850,26.96,jak,A,Semi,Door/window
500,19.61,lunumidella,A,Indoor,Roofing Components
1500,24.12,kempas,A,Semi,Door/window
1200,21.71,kempas,A,Semi,Roofing Components
727,19.52,kempas,C,Semi,Roofing Components
931,12.57,teak,B,Semi,Door/window
2000,8.67,kubuk,A,Outdoor,Structural Framing
1000,15.56,microo,A,Indoor,Door/window
348,19.08,ginisapu,B,Indoor,Roofing Components
486,19.41,burutha,B,Semi,Structural Framing
500,18.01,lunumidella,A,Outdoor,Roofing Components
385,22.32,pinewood,C,Indoor,Roofing Components
450,15.67,ginisapu,A,Indoor,Roofing Components
1899,5.32,kempas,C,Semi,Structural Framing
1202,7.81,microo,C,Indoor,Structural Framing
605,14.26,mahoganii,B,Semi,Door/window
1184,20.17,kempas,B,Semi,Door/window
793,27.24,teak,C,Semi,Structural Framing
377,3.42,pinewood,C,Indoor,Roofing Components
391,21.65,ginisapu,B,Indoor,Roofing Components
1841,28.06,kempas,C,Semi,Structural Framing
1595,27.66,kempas,C,Semi,Structural Framing
348,7.84,burutha,C,Semi,Structural Framing
473,15.92,pinewood,B,Indoor,Roofing Components
1163,8.9,kubuk,C,Outdoor,Structural Framing
350,21.66,ginisapu,B,Indoor,Roofing Components
1006,6.76,kempas,C,Semi,Door/window
200,4.4,mango,A,Indoor,Door/window
1365,13.91,microo,C,Indoor,Structural Framing
220,26.69,mango,C,Indoor,Structural Framing
662,17.6,mahoganii,B,Semi,Door/window
600,25.44,pinewood,A,Indoor,Roofing Components
691,6.33,kempas,C,Semi,Roofing Components
512,18.53,burutha,B,Semi,Structural Framing
1791,19.64,thulan,C,Indoor,Structural Framing
600,9.17,pinewood,A,Indoor,Roofing Components
1200,21.81,kempas,A,Semi,Roofing Components
743,16.52,kempas,C,Semi,Roofing Components
500,29.47,lunumidella,A,Indoor,Roofing Components
1200,14.73,teak,A,Semi,Door/window
346,11.21,burutha,C,Semi,Structural Framing
279,27.19,ginisapu,C,Indoor,Roofing Components
387,2.86,ginisapu,B,Indoor,Roofing Components
352,18.3,ginisapu,B,Indoor,Roofing Components
151,1.74,ginisapu,C,Indoor,Door/window
2800,8.08,kempas,A,Semi,Structural Framing
1200,28.89,kempas,A,Semi,Roofing Components
450,2.84,ginisapu,A,Indoor,Roofing Components
1000,10.4,microo,A,Indoor,Door/window
358,18.13,ginisapu,B,Indoor,Roofing Components
355,14.74,mango,B,Indoor,Structural Framing
3000,27.6,thulan,A,Indoor,Structural Framing
1273,7.88,kempas,B,Semi,Door/window
343,17.13,burutha,C,Semi,Door/window
649,23.27,jak,B,Semi,Door/window
500,14.1,lunumidella,A,Semi,Roofing Components
1238,29.09,microo,C,Indoor,Structural Framing
314,14.31,burutha,C,Semi,Door/window
500,13.46,lunumidella,A,Semi,Roofing Components
988,20.03,teak,B,Semi,Structural Framing
276,15.91,burutha,C,Semi,Door/window
1705,13.77,thulan,C,Indoor,Structural Framing
836,18.66,jak,B,Semi,Structural Framing
962,21.42,teak,B,Semi,Door/window
1500,28.09,thulan,A,Indoor,Door/window
600,28.89,pinewood,A,Indoor,Roofing Components
234,11.47,mango,C,Indoor,Structural Framing
410,22.51,burutha,B,Semi,Door/window
600,13.06,pinewood,A,Indoor,Roofing Components
1758,7.37,kubuk,B,Outdoor,Structural Framing
600,4.57,pinewood,A,Indoor,Roofing Components
701,13.92,teak,C,Semi,Door/window
348,4.79,lunumidella,C,Outdoor,Roofing Components
247,12.14,ginisapu,C,Indoor,Roofing Components
652,24.53,jak,B,Semi,Door/window
1062,11.2,kempas,B,Semi,Roofing Components
813,14.68,kempas,C,Semi,Roofing Components
382,8.88,ginisapu,B,Indoor,Roofing Components
850,7.58,jak,A,Semi,Door/window
750,18.21,mahoganii,A,Semi,Door/window
587,14.17,jak,C,Semi,Door/window
611,16.51,mahoganii,B,Semi,Door/window
1751,23.91,kubuk,B,Outdoor,Structural Framing
380,25.57,burutha,B,Semi,Door/window
784,8.3,teak,C,Semi,Structural Framing
2800,5.09,kempas,A,Semi,Structural Framing
757,27.76,kempas,C,Semi,Roofing Components
411,14.03,burutha,B,Semi,Door/window
600,29.97,pinewood,A,Indoor,Roofing Components
200,11.19,mango,A,Indoor,Door/window
2313,17.67,kempas,B,Semi,Structural Framing
551,29.08,microo,C,Indoor,Door/window
673,25.31,teak,C,Semi,Structural Framing
756,9.8,jak,B,Semi,Door/window
815,9.2,kempas,C,Semi,Roofing Components
947,27.64,kempas,B,Semi,Roofing Components
783,12.4,kempas,C,Semi,Roofing Components
587,2.18,mahoganii,C,Semi,Structural Framing
300,9.9,lunumidella,C,Outdoor,Roofing Components
250,11.29,ginisapu,A,Indoor,Door/window
450,25.37,ginisapu,A,Indoor,Roofing Components
1255,18.16,kempas,B,Semi,Door/window
1295,17.43,kubuk,C,Outdoor,Structural Framing
450,14.17,ginisapu,A,Indoor,Roofing Components
668,18.27,teak,C,Semi,Structural Framing
822,28.43,teak,C,Semi,Structural Framing
3000,20.95,thulan,A,Indoor,Structural Framing
600,24.87,pinewood,A,Indoor,Roofing Components
369,1.46,pinewood,C,Indoor,Roofing Components
170,2.48,ginisapu,C,Indoor,Door/window
500,4.26,lunumidella,A,Semi,Roofing Components
147,9.33,ginisapu,C,Indoor,Door/window
758,29.19,kempas,C,Semi,Roofing Components
1000,9.95,microo,A,Indoor,Door/window
1500,9.44,kempas,A,Semi,Door/window
988,23.21,teak,B,Semi,Door/window
1843,5.59,kempas,C,Semi,Structural Framing
757,9.99,teak,C,Semi,Door/window
350,17.3,ginisapu,B,Indoor,Roofing Components
378,12.69,ginisapu,B,Indoor,Roofing Components
750,2.07,mahoganii,A,Semi,Door/window
250,4.46,ginisapu,A,Indoor,Door/window
2633,14.57,thulan,B,Indoor,Structural Framing
798,7.32,kempas,C,Semi,Roofing Components
340,18.39,pinewood,C,Indoor,Roofing Components
2000,24.03,microo,A,Indoor,Structural Framing
311,14.63,lunumidella,C,Semi,Roofing Components
546,17.07,jak,C,Semi,Door/window
456,24.59,pinewood,B,Indoor,Roofing Components
346,15.97,pinewood,C,Indoor,Roofing Components
299,3.66,ginisapu,C,Indoor,Roofing Components
317,17.51,burutha,C,Semi,Door/window
450,7.56,ginisapu,A,Indoor,Roofing Components
2393,12.08,thulan,B,Indoor,Structural Framing
1050,3.1,mahoganii,A,Semi,Structural Framing
500,10.18,burutha,A,Semi,Door/window
286,17.77,lunumidella,C,Outdoor,Roofing Components
979,22.99,kempas,B,Semi,Roofing Components
1200,19.12,teak,A,Semi,Door/window
3000,7.39,thulan,A,Indoor,Structural Framing
3000,19.43,thulan,A,Indoor,Structural Framing
114,5.27,mango,C,Indoor,Door/window
247,18.87,ginisapu,C,Indoor,Roofing Components
2105,22.71,kempas,B,Semi,Structural Framing
576,4.84,mahoganii,B,Semi,Door/window
753,27.53,teak,C,Semi,Structural Framing
1200,25.05,kempas,A,Semi,Roofing Components
1001,2.78,teak,B,Semi,Door/window
834,25.09,teak,C,Semi,Door/window
1143,18.45,microo,C,Indoor,Structural Framing
347,15.01,ginisapu,B,Indoor,Roofing Components
479,28.61,pinewood,B,Indoor,Roofing Components
275,7.35,ginisapu,C,Indoor,Roofing Components
1200,27.66,kempas,A,Semi,Roofing Components
2404,17.8,thulan,B,Indoor,Structural Framing
450,1.33,ginisapu,A,Indoor,Roofing Components
600,22.12,burutha,A,Semi,Structural Framing
500,2.74,mahoganii,C,Semi,Door/window
1200,17.1,teak,A,Semi,Structural Framing
795,9.61,mahoganii,B,Semi,Structural Framing
676,13.51,kempas,C,Semi,Roofing Components
267,24.41,ginisapu,C,Indoor,Roofing Components
632,2.49,mahoganii,B,Semi,Door/window
1529,28.03,kubuk,B,Outdoor,Structural Framing
1317,3.95,thulan,B,Indoor,Door/window
687,2.72,teak,C,Semi,Structural Framing
2468,10.42,thulan,B,Indoor,Structural Framing
500,17.56,lunumidella,A,Outdoor,Roofing Components
1500,9.07,thulan,A,Indoor,Door/window
426,26.94,burutha,B,Semi,Door/window
311,1.21,ginisapu,C,Indoor,Roofing Components
1167,18.09,kempas,B,Semi,Door/window
288,1.95,ginisapu,C,Indoor,Roofing Components
350,29.68,mango,B,Indoor,Structural Framing
460,23.28,pinewood,B,Indoor,Roofing Components
112,26.96,mango,C,Indoor,Door/window
500,24.16,lunumidella,A,Outdoor,Roofing Components
323,26.36,lunumidella,C,Semi,Roofing Components
1067,11.0,teak,B,Semi,Structural Framing
1371,22.75,kubuk,C,Outdoor,Structural Framing
923,26.84,teak,B,Semi,Structural Framing
349,24.1,lunumidella,C,Indoor,Roofing Components
400,3.25,mango,A,Indoor,Structural Framing
832,27.45,teak,C,Semi,Structural Framing
850,26.58,jak,A,Semi,Door/window
761,4.91,jak,B,Semi,Door/window
400,3.56,mango,A,Indoor,Structural Framing
2800,28.8,kempas,A,Semi,Structural Framing
1200,5.61,teak,A,Semi,Structural Framing
229,26.12,mango,C,Indoor,Structural Framing
601,26.26,mahoganii,B,Semi,Door/window
2076,6.69,thulan,C,Indoor,Structural Framing
707,24.64,jak,B,Semi,Door/window
1023,11.12,teak,B,Semi,Structural Framing
963,22.44,kempas,B,Semi,Roofing Components
500,13.88,burutha,A,Semi,Door/window
927,24.97,kempas,B,Semi,Roofing Components
1050,27.36,mahoganii,A,Semi,Structural Framing
879,24.15,microo,B,Indoor,Door/window
824,8.51,teak,C,Semi,Door/window
2800,23.08,kempas,A,Semi,Structural Framing
655,12.31,jak,B,Semi,Door/window
600,6.19,burutha,A,Semi,Structural Framing
137,17.45,mango,C,Indoor,Door/window
362,14.07,pinewood,C,Indoor,Roofing Components
623,23.6,jak,C,Semi,Structural Framing
666,7.79,jak,B,Semi,Door/window
949,19.3,teak,B,Semi,Door/window
755,3.9,jak,B,Semi,Door/window
248,25.04,ginisapu,C,Indoor,Roofing Components
654,7.93,jak,C,Semi,Structural Framing
500,3.15,burutha,A,Semi,Door/window
1500,2.83,kempas,A,Semi,Door/window
200,12.36,mango,A,Indoor,Door/window
1200,1.65,teak,A,Semi,Door/window
2000,7.1,microo,A,Indoor,Structural Framing
437,5.87,lunumidella,B,Outdoor,Roofing Components
1200,4.95,teak,A,Semi,Structural Framing
1500,22.19,thulan,A,Indoor,Door/window
344,4.24,lunumidella,C,Indoor,Roofing Components
3000,27.7,thulan,A,Indoor,Structural Framing
307,4.74,ginisapu,C,Indoor,Roofing Components
695,14.95,microo,C,Indoor,Door/window
447,29.16,lunumidella,B,Outdoor,Roofing Components
600,29.22,pinewood,A,Indoor,Roofing Components
500,19.06,burutha,A,Semi,Door/window
250,19.93,ginisapu,A,Indoor,Door/window
1200,10.36,teak,A,Semi,Structural Framing
604,3.49,mahoganii,B,Semi,Door/window
2800,2.36,kempas,A,Semi,Structural Framing
1214,20.94,kempas,B,Semi,Door/window
600,29.51,burutha,A,Semi,Structural Framing
270,10.37,mango,C,Indoor,Structural Framing
250,28.93,ginisapu,A,Indoor,Door/window
2263,2.47,thulan,B,Indoor,Structural Framing
1200,20.39,teak,A,Semi,Door/window
830,11.01,teak,C,Semi,Structural Framing
2000,28.72,kubuk,A,Outdoor,Structural Framing
816,26.51,teak,C,Semi,Door/window
1000,28.82,jak,A,Semi,Structural Framing
156,26.41,mango,B,Indoor,Door/window
277,15.88,lunumidella,C,Outdoor,Roofing Components
2394,16.97,thulan,B,Indoor,Structural Framing
1631,28.64,microo,B,Indoor,Structural Framing
935,9.95,teak,B,Semi,Structural Framing
1100,14.15,kubuk,C,Outdoor,Structural Framing
1200,12.87,teak,A,Semi,Door/window
1200,13.06,kempas,A,Semi,Roofing Components
609,6.32,microo,C,Indoor,Door/window
241,11.34,mango,C,Indoor,Structural Framing
1026,27.33,kempas,B,Semi,Roofing Components
586,15.71,mahoganii,B,Semi,Door/window
1676,7.71,microo,B,Indoor,Structural Framing
790,19.41,jak,B,Semi,Structural Framing
2800,3.39,kempas,A,Semi,Structural Framing
727,1.7,kempas,C,Semi,Roofing Components
674,24.39,microo,C,Indoor,Door/window
1171,10.93,kempas,B,Semi,Door/window
500,26.54,burutha,A,Semi,Door/window
344,14.55,mango,B,Indoor,Structural Framing
376,24.12,burutha,B,Semi,Door/window
1347,11.76,microo,C,Indoor,Structural Framing
1200,25.38,kempas,A,Semi,Roofing Components
385,26.92,pinewood,C,Indoor,Roofing Components
272,25.24,mango,C,Indoor,Structural Framing
276,18.51,lunumidella,C,Indoor,Roofing Components
826,1.98,mahoganii,B,Semi,Structural Framing
1216,7.62,kempas,B,Semi,Door/window
2000,28.97,kubuk,A,Outdoor,Structural Framing
1200,4.6,kempas,A,Semi,Roofing Components
1200,28.44,kempas,A,Semi,Roofing Components
1277,16.78,thulan,B,Indoor,Door/window
389,29.35,pinewood,C,Indoor,Roofing Components
665,20.13,kempas,C,Semi,Roofing Components
250,1.43,ginisapu,A,Indoor,Door/window
475,26.23,pinewood,B,Indoor,Roofing Components
1397,20.66,microo,C,Indoor,Structural Framing
450,25.83,ginisapu,A,Indoor,Roofing Components
188,14.44,ginisapu,B,Indoor,Door/window
1023,23.35,teak,B,Semi,Structural Framing
1747,12.31,kubuk,B,Outdoor,Structural Framing
850,26.51,jak,A,Semi,Door/window
500,22.54,lunumidella,A,Semi,Roofing Components
702,10.57,kempas,C,Semi,Roofing Components
989,25.4,teak,B,Semi,Door/window
819,6.88,mahoganii,B,Semi,Structural Framing
345,28.65,mango,B,Indoor,Structural Framing
1048,27.43,teak,B,Semi,Structural Framing
352,10.28,pinewood,C,Indoor,Roofing Components
413,12.47,lunumidella,B,Semi,Roofing Components
570,19.5,microo,C,Indoor,Door/window
191,6.3,ginisapu,B,Indoor,Door/window
850,15.8,jak,A,Semi,Door/window
521,1.27,mahoganii,C,Semi,Door/window
500,18.27,burutha,A,Semi,Door/window
447,8.37,lunumidella,B,Indoor,Roofing Components
429,10.81,lunumidella,B,Indoor,Roofing Components
1047,28.07,teak,B,Semi,Door/window
750,24.25,mahoganii,A,Semi,Door/window
467,28.85,burutha,B,Semi,Structural Framing
299,24.36,ginisapu,C,Indoor,Roofing Components
1542,25.22,kempas,C,Semi,Structural Framing
1200,9.43,teak,A,Semi,Structural Framing
382,5.41,ginisapu,B,Indoor,Roofing Components
2800,14.16,kempas,A,Semi,Structural Framing
736,14.61,teak,C,Semi,Structural Framing
1608,5.82,microo,B,Indoor,Structural Framing
500,9.21,lunumidella,A,Indoor,Roofing Components
1009,24.12,kempas,B,Semi,Roofing Components
748,29.71,teak,C,Semi,Door/window
1252,8.87,microo,C,Indoor,Structural Framing
2000,9.66,microo,A,Indoor,Structural Framing
773,9.08,teak,C,Semi,Structural Framing
1681,25.98,kempas,C,Semi,Structural Framing
3000,21.97,thulan,A,Indoor,Structural Framing
2800,26.04,kempas,A,Semi,Structural Framing
2000,6.47,microo,A,Indoor,Structural Framing
500,22.54,pinewood,B,Indoor,Roofing Components
824,23.47,kempas,C,Semi,Roofing Components
600,20.95,pinewood,A,Indoor,Roofing Components
680,18.74,mahoganii,C,Semi,Structural Framing
194,17.08,ginisapu,B,Indoor,Door/window
286,13.27,lunumidella,C,Semi,Roofing Components
664,23.66,microo,C,Indoor,Door/window
389,17.49,pinewood,C,Indoor,Roofing Components
831,2.57,kempas,C,Semi,Roofing Components
111,21.94,mango,C,Indoor,Door/window
278,26.89,lunumidella,C,Indoor,Roofing Components
566,21.63,microo,C,Indoor,Door/window
2000,20.71,kubuk,A,Outdoor,Structural Framing
357,25.31,pinewood,C,Indoor,Roofing Components
1000,16.58,microo,A,Indoor,Door/window
324,19.43,mango,B,Indoor,Structural Framing
1000,8.69,jak,A,Semi,Structural Framing
575,28.31,microo,C,Indoor,Door/window
640,25.95,jak,B,Semi,Door/window
2800,11.72,kempas,A,Semi,Structural Framing
450,23.61,ginisapu,A,Indoor,Roofing Components
536,7.25,burutha,B,Semi,Structural Framing
1180,2.31,microo,C,Indoor,Structural Framing
250,9.34,ginisapu,A,Indoor,Door/window
689,22.47,teak,C,Semi,Door/window
172,12.44,ginisapu,C,Indoor,Door/window
850,12.96,jak,A,Semi,Door/window
741,11.87,teak,C,Semi,Structural Framing
433,23.34,burutha,B,Semi,Door/window
272,29.4,ginisapu,C,Indoor,Roofing Components
250,4.02,ginisapu,A,Indoor,Door/window
908,10.52,teak,B,Semi,Door/window
1296,26.7,thulan,B,Indoor,Door/window
450,17.98,ginisapu,A,Indoor,Roofing Components
600,28.01,pinewood,A,Indoor,Roofing Components
1000,4.38,jak,A,Semi,Structural Framing
354,26.79,pinewood,C,Indoor,Roofing Components
986,1.4,kempas,B,Semi,Roofing Components
363,23.46,burutha,C,Semi,Structural Framing
1000,25.33,jak,A,Semi,Structural Framing
2800,5.18,kempas,A,Semi,Structural Framing
2800,21.5,kempas,A,Semi,Structural Framing
535,7.8,pinewood,B,Indoor,Roofing Components
774,12.11,microo,B,Indoor,Door/window
974,12.13,teak,B,Semi,Structural Framing
2095,9.44,thulan,C,Indoor,Structural Framing
2000,1.32,microo,A,Indoor,Structural Framing
428,21.33,lunumidella,B,Outdoor,Roofing Components
2000,6.07,kubuk,A,Outdoor,Structural Framing
748,16.77,kempas,C,Semi,Roofing Components
500,10.02,lunumidella,A,Semi,Roofing Components
304,26.49,lunumidella,C,Semi,Roofing Components
672,16.82,mahoganii,C,Semi,Structural Framing
750,14.08,mahoganii,A,Semi,Door/window
1057,10.42,teak,B,Semi,Structural Framing
1200,4.36,teak,A,Semi,Door/window
1587,11.89,kubuk,B,Outdoor,Structural Framing
615,24.15,jak,C,Semi,Structural Framing
850,3.5,jak,A,Semi,Door/window
594,26.85,jak,C,Semi,Structural Framing
417,3.84,lunumidella,B,Indoor,Roofing Components
880,4.15,thulan,C,Indoor,Door/window
600,8.98,pinewood,A,Indoor,Roofing Components
297,13.16,ginisapu,C,Indoor,Roofing Components
1706,9.81,thulan,C,Indoor,Structural Framing
651,5.8,jak,C,Semi,Structural Framing
459,22.56,pinewood,B,Indoor,Roofing Components
1000,12.3,microo,A,Indoor,Door/window
600,19.16,pinewood,A,Indoor,Roofing Components
450,23.73,ginisapu,A,Indoor,Roofing Components
371,12.87,pinewood,C,Indoor,Roofing Components
1374,2.89,kubuk,C,Outdoor,Structural Framing
488,16.28,pinewood,B,Indoor,Roofing Components
1000,12.26,microo,A,Indoor,Door/window
415,19.22,burutha,B,Semi,Door/window
666,4.91,teak,C,Semi,Structural Framing
388,6.45,pinewood,C,Indoor,Roofing Components
1500,27.19,kempas,A,Semi,Door/window
1030,27.33,kempas,B,Semi,Roofing Components
2000,24.69,microo,A,Indoor,Structural Framing
671,28.16,jak,B,Semi,Door/window
820,12.41,kempas,C,Semi,Roofing Components
816,14.61,microo,B,Indoor,Door/window
800,12.34,teak,C,Semi,Structural Framing
1200,15.7,teak,A,Semi,Structural Framing
821,7.24,microo,B,Indoor,Door/window
200,22.81,mango,A,Indoor,Door/window
2481,15.59,thulan,B,Indoor,Structural Framing
1231,26.07,thulan,B,Indoor,Door/window
1000,5.3,jak,A,Semi,Structural Framing
1200,20.98,teak,A,Semi,Door/window
450,14.92,burutha,B,Semi,Structural Framing
925,27.59,teak,B,Semi,Structural Framing
850,23.72,jak,A,Semi,Door/window
605,18.93,mahoganii,B,Semi,Door/window
535,28.58,jak,C,Semi,Door/window
298,10.51,ginisapu,C,Indoor,Roofing Components
1157,19.37,kubuk,C,Outdoor,Structural Framing
1500,25.34,thulan,A,Indoor,Door/window
721,27.8,kempas,C,Semi,Roofing Components
956,29.3,teak,B,Semi,Door/window
784,25.92,jak,B,Semi,Structural Framing
472,25.2,pinewood,B,Indoor,Roofing Components
469,11.72,mahoganii,C,Semi,Door/window
819,8.39,microo,B,Indoor,Door/window
2800,26.96,kempas,A,Semi,Structural Framing
600,9.03,burutha,A,Semi,Structural Framing
600,24.92,pinewood,A,Indoor,Roofing Components
850,18.95,jak,A,Semi,Door/window
511,11.88,pinewood,B,Indoor,Roofing Components
2800,8.71,kempas,A,Semi,Structural Framing
1014,12.73,thulan,C,Indoor,Door/window
500,4.62,burutha,A,Semi,Door/window
921,10.29,kempas,C,Semi,Door/window
1125,29.24,thulan,B,Indoor,Door/window
1622,26.28,microo,B,Indoor,Structural Framing
1168,23.09,kubuk,C,Outdoor,Structural Framing
302,10.8,ginisapu,C,Indoor,Roofing Components
600,24.46,pinewood,A,Indoor,Roofing Components
188,3.22,ginisapu,B,Indoor,Door/window
2610,23.72,thulan,B,Indoor,Structural Framing
2332,9.86,thulan,B,Indoor,Structural Framing
465,9.22,pinewood,B,Indoor,Roofing Components
796,23.47,mahoganii,B,Semi,Structural Framing
312,13.77,ginisapu,C,Indoor,Roofing Components
450,18.65,ginisapu,A,Indoor,Roofing Components
203,21.71,ginisapu,B,Indoor,Door/window
1000,1.28,jak,A,Semi,Structural Framing
600,11.29,pinewood,A,Indoor,Roofing Components
1751,15.61,microo,B,Indoor,Structural Framing
1275,4.53,microo,C,Indoor,Structural Framing
216,4.27,ginisapu,B,Indoor,Door/window
294,29.62,lunumidella,C,Outdoor,Roofing Components
125,25.93,mango,C,Indoor,Door/window
973,18.69,teak,B,Semi,Structural Framing
2000,23.82,kubuk,A,Outdoor,Structural Framing
1811,14.12,kempas,C,Semi,Structural Framing
394,5.96,burutha,B,Semi,Door/window
331,4.95,lunumidella,C,Semi,Roofing Components
1500,15.19,thulan,A,Indoor,Door/window
886,14.01,thulan,C,Indoor,Door/window
250,7.82,ginisapu,A,Indoor,Door/window
299,17.2,ginisapu,C,Indoor,Roofing Components
902,5.44,teak,B,Semi,Structural Framing
1000,7.56,microo,A,Indoor,Door/window
537,2.14,pinewood,B,Indoor,Roofing Components
1500,8.25,kempas,A,Semi,Door/window
473,18.87,burutha,B,Semi,Structural Framing
151,27.59,ginisapu,C,Indoor,Door/window
406,6.69,pinewood,C,Indoor,Roofing Components
464,7.88,burutha,B,Semi,Structural Framing
399,21.72,pinewood,C,Indoor,Roofing Components
1500,17.72,thulan,A,Indoor,Door/window
500,4.09,lunumidella,A,Indoor,Roofing Components
854,26.42,thulan,C,Indoor,Door/window
825,26.75,mahoganii,B,Semi,Structural Framing
2800,21.94,kempas,A,Semi,Structural Framing
495,19.38,pinewood,B,Indoor,Roofing Components
600,25.26,pinewood,A,Indoor,Roofing Components
906,8.38,kempas,B,Semi,Roofing Components
850,20.46,jak,A,Semi,Door/window
1223,6.98,thulan,B,Indoor,Door/window
391,28.12,pinewood,C,Indoor,Roofing Components
600,9.82,burutha,A,Semi,Structural Framing
2000,27.61,microo,A,Indoor,Structural Framing
1200,10.83,kempas,A,Semi,Roofing Components
250,11.97,ginisapu,A,Indoor,Door/window
688,22.03,jak,C,Semi,Structural Framing
377,25.4,pinewood,C,Indoor,Roofing Components
1500,14.73,kempas,A,Semi,Door/window
2000,6.38,kubuk,A,Outdoor,Structural Framing
916,5.61,teak,B,Semi,Structural Framing
364,21.8,ginisapu,B,Indoor,Roofing Components
1200,6.21,kempas,A,Semi,Roofing Components
669,2.69,mahoganii,B,Semi,Door/window
750,10.37,mahoganii,A,Semi,Door/window
450,20.99,ginisapu,A,Indoor,Roofing Components
500,21.17,burutha,A,Semi,Door/window
581,24.02,mahoganii,B,Semi,Door/window
984,11.42,kempas,B,Semi,Roofing Components
1200,2.83,kempas,A,Semi,Roofing Components
858,13.76,microo,B,Indoor,Door/window
850,22.52,jak,A,Semi,Door/window
751,10.95,kempas,C,Semi,Roofing Components
252,16.26,mango,C,Indoor,Structural Framing
398,5.92,lunumidella,B,Outdoor,Roofing Components
616,3.65,mahoganii,C,Semi,Structural Framing
751,23.67,kempas,C,Semi,Roofing Components
1050,29.58,mahoganii,A,Semi,Structural Framing
1143,5.72,thulan,B,Indoor,Door/window
386,2.45,ginisapu,B,Indoor,Roofing Components
450,14.76,ginisapu,A,Indoor,Roofing Components
414,22.66,pinewood,C,Indoor,Roofing Components
154,12.41,ginisapu,C,Indoor,Door/window
362,14.05,ginisapu,B,Indoor,Roofing Components
1037,20.44,kempas,B,Semi,Roofing Components
764,27.66,jak,B,Semi,Door/window
110,28.66,mango,C,Indoor,Door/window
