sheet,item,description,quantity,unit,rate,amount,labor_types,vehicles,nlp_entities,total_fuel_liters,estimated_hours,estimated_cost_lkr,labor_hours,employee_count,excavation_volume,site_area,wall_area,floor_area,concrete_volume,steel_quantity,brick_quantity,total_cement,total_sand,building_complexity,labour_roles,Excavators,Bulldozers,Cranes,Dump Trucks,Loaders,Graders,Compactors,Pavers,Rollers,Trenchers,Skid Steers,Backhoe Loaders,Telehandlers,Forklifts,Scrapers,Concrete Mixers,Pile Drivers,Asphalt Mills,Manlifts,Drilling Rigs,vehicles_needed,masons,welders,laborers,fuel_liters,estimated_hours2,estimated_cost
SYN,Item_17,Synthetic entry,279.66077,kg,78318.970835,21902743.689324,Skilled,"Loader,Mixer",,388.227,482.753,44954556.744,93.924,50,244.522,959.619,824.34,1314.887,74.863,1298.814,2559,6583.725,1171.643,2,Driver_unskilled;Welder_skilled,0,0,0,4,5,3,4,2,0,3,4,4,3,0,4,0,0,4,5,,43.366,5,4,13,388.227,482.753,44954556.744
SYN,Item_18,Synthetic entry,274.894127,pieces,139776.039785,38423612.432215,Skilled,"Loader,Mixer",,833.307,9.282,23202631.454,288.931,67,329.665,499.632,952.864,1153.756,24.397,1724.453,3218,2756.19,1979.806,1,Labourer_unskilled;Mason_skilled,4,0,2,5,5,3,4,5,0,5,1,0,3,1,2,2,2,1,4,,50.979,20,7,43,833.307,9.282,23202631.454
SYN,Item_19,Synthetic entry,161.58926,pieces,46297.704905,7481211.875297,"Skilled,Professional",Excavator,,536.337,356.615,35442341.997,20.465,96,392.388,325.875,732.688,1297.131,174.382,936.12,1769,9175.128,3668.864,2,Mason_skilled;Carpenter_skilled;Tiler_skilled;ConcreteWorker_skilled,5,2,1,2,1,1,1,4,3,5,0,5,5,1,4,5,2,1,2,,54.483,13,1,40,536.337,356.615,35442341.997
SYN,Item_20,Synthetic entry,297.562551,m3,158437.138023,47144958.963263,"Skilled,Semi-skilled",Crane,,344.315,473.033,26531478.129,374.246,24,297.563,1969.46,806.137,1444.727,158.284,713.729,2010,7482.678,1425.533,2,Mason_skilled;Labourer_unskilled;Welder_skilled;Tiler_skilled,3,2,0,2,3,4,4,5,4,3,0,5,5,0,5,1,0,3,2,,64.097,12,3,30,344.315,473.033,26531478.129
SYN,Item_21,Synthetic entry,64.367345,pieces,95124.796364,6122930.585616,Semi-skilled,Excavator,,763.13,82.02,26124547.868,246.058,46,81.117,1039.921,549.839,1181.819,42.192,1520.925,2861,5669.741,4833.432,1,Painter_skilled;Carpenter_skilled;Driver_unskilled;ConcreteWorker_skilled,0,3,2,0,3,2,5,5,1,1,3,1,0,3,1,4,3,3,2,,41.234,2,4,44,763.13,82.02,26124547.868
SYN,Item_22,Synthetic entry,340.348555,pieces,123354.279484,41983450.775446,Unskilled,Trailer,,577.725,66.634,8976579.643,388.676,74,382.942,1818.197,747.271,773.221,104.247,466.745,2415,9047.877,1681.738,3,Driver_unskilled,0,3,5,4,3,2,4,5,1,1,5,4,5,2,2,5,4,4,5,,58.984,5,9,18,577.725,66.634,8976579.643
SYN,Item_23,Synthetic entry,449.555683,pieces,152521.941123,68567105.414036,Skilled,Large Truck,,689.241,217.64,45647733.662,31.021,59,200.736,792.569,844.882,504.062,25.2,1358.002,1058,1066.045,2775.956,1,Driver_unskilled;Painter_skilled,3,5,2,2,4,2,2,4,3,3,3,2,4,4,2,5,3,4,0,,61.691,2,2,12,689.241,217.64,45647733.662
SYN,Item_24,Synthetic entry,450.145607,bag,42981.35412,19347867.740029,Semi-skilled,Excavator,,223.797,210.4,11825288.985,308.816,44,114.909,1471.82,627.411,1105.059,48.381,1432.836,2345,6725.353,3970.45,4,Labourer_unskilled;ConcreteWorker_skilled;Painter_skilled,2,2,1,4,2,5,2,3,3,5,3,1,0,3,3,5,1,3,0,,49.411,11,6,48,223.797,210.4,11825288.985
SYN,Item_25,Synthetic entry,411.779157,kg,102474.063471,42196683.470453,"Unskilled,Semi-skilled","Loader,Mixer",,559.577,395.456,42249851.263,449.109,54,479.959,1336.094,481.387,747.272,98.054,978.334,863,3301.689,2174.814,2,ConcreteWorker_skilled;Mason_skilled;Driver_unskilled,3,1,5,4,1,2,0,5,5,1,4,4,0,2,4,0,0,2,0,,38.197,15,7,28,559.577,395.456,42249851.263
SYN,Item_26,Synthetic entry,486.191153,m3,14170.876363,6889754.717947,Semi-skilled,Excavator,,979.072,196.424,30467786.735,44.656,6,486.191,1085.173,951.177,678.347,165.917,710.526,4359,1701.052,4757.688,3,Mason_skilled;Painter_skilled;ConcreteWorker_skilled;Welder_skilled,5,3,0,5,5,0,0,0,0,1,5,2,4,2,0,2,0,1,1,,36.484,11,1,44,979.072,196.424,30467786.735
SYN,Item_27,Synthetic entry,374.034599,m3,108478.597838,40574748.842419,"Unskilled,Semi-skilled",Large Truck,,133.631,449.881,31613668.751,215.969,90,374.035,1282.847,319.52,803.388,177.41,1125.936,642,2127.187,2409.788,4,Painter_skilled;Carpenter_skilled;ConcreteWorker_skilled;Driver_unskilled,2,1,0,3,5,4,3,0,4,4,0,2,2,1,2,4,2,2,2,,45.608,4,3,38,133.631,449.881,31613668.751
SYN,Item_28,Synthetic entry,481.08971,bag,136775.67265,65801368.690243,Unskilled,None,,96.449,149.89,22666513.995,40.42,94,414.678,492.457,787.106,1365.996,120.804,1975.516,3235,4808.394,4030.311,5,Carpenter_skilled;Painter_skilled;Welder_skilled,3,0,1,0,3,5,5,3,1,3,2,4,2,0,3,3,3,3,2,,38.703,12,1,15,96.449,149.89,22666513.995
SYN,Item_29,Synthetic entry,386.862362,pieces,54179.809801,20960129.192326,"Unskilled,Semi-skilled",Large Truck,,279.869,339.58,12194336.288,250.553,32,335.963,1494.639,100.939,382.722,179.027,1169.498,4565,6990.56,3697.041,5,ConcreteWorker_skilled,5,5,0,1,1,1,1,4,4,3,4,4,1,4,4,4,1,3,4,,59.266,14,6,5,279.869,339.58,12194336.288
SYN,Item_30,Synthetic entry,83.510841,pieces,47394.735052,3957974.183165,"Skilled,Professional",Crane,,699.549,456.779,30001122.34,260.617,39,349.343,833.442,566.839,328.257,190.546,1988.478,604,7271.347,3204.321,5,Painter_skilled;Labourer_unskilled;Welder_skilled;Driver_unskilled,4,5,4,3,0,0,1,0,4,5,0,0,2,3,3,0,2,3,1,,39.181,15,1,37,699.549,456.779,30001122.34
SYN,Item_31,Synthetic entry,313.64353,pieces,194424.934786,60980122.866301,Skilled,Trailer,,912.296,449.759,16096199.668,156.045,41,389.613,1017.523,179.081,1205.324,95.321,1537.726,4213,2617.457,4908.602,5,Mason_skilled;Driver_unskilled;Carpenter_skilled;Painter_skilled,3,2,3,0,5,3,3,2,1,2,0,2,0,1,4,5,3,0,4,,47.453,8,10,28,912.296,449.759,16096199.668
SYN,Item_32,Synthetic entry,258.596751,units,179584.303839,46439917.503362,Professional,"Crane,Trailer",,818.347,123.608,18182780.217,59.448,43,160.357,930.095,512.937,434.174,138.441,643.862,1567,6599.917,2516.625,3,Tiler_skilled;ConcreteWorker_skilled;Carpenter_skilled;Mason_skilled,1,1,3,0,1,0,3,3,3,0,1,1,3,1,2,3,4,5,0,,30.863,3,7,21,818.347,123.608,18182780.217
SYN,Item_33,Synthetic entry,444.576396,pieces,93781.675056,41693119.10724,"Skilled,Professional",Excavator,,670.321,182.603,15258097.114,59.861,79,122.995,1121.537,119.657,560.218,35.146,900.31,584,9194.319,4713.938,2,Tiler_skilled;Labourer_unskilled;Welder_skilled,2,3,5,1,3,5,5,1,2,4,5,5,2,0,0,5,2,4,5,,51.085,20,2,25,670.321,182.603,15258097.114
SYN,Item_34,Synthetic entry,75.006428,kg,13491.942835,1011982.438834,Unskilled,"Crane,Trailer",,267.984,319.605,32998524.079,243.279,28,100.698,1408.587,466.41,911.497,94.435,1594.888,2762,2758.322,4853.698,2,Painter_skilled;Carpenter_skilled,1,3,5,4,3,4,4,2,5,2,3,3,4,2,1,2,5,0,2,,54.339,16,8,8,267.984,319.605,32998524.079
SYN,Item_35,Synthetic entry,365.439344,bag,15507.230764,5666952.237653,"Skilled,Semi-skilled",Excavator,,206.347,149.371,35684428.785,178.533,57,331.559,989.193,222.654,190.145,137.036,1941.583,903,4814.792,2010.356,4,Labourer_unskilled;ConcreteWorker_skilled,4,0,1,2,5,2,5,4,4,3,1,5,4,1,5,2,2,5,1,,54.744,3,7,43,206.347,149.371,35684428.785
SYN,Item_36,Synthetic entry,262.704411,units,133496.199971,35070040.58412,Unskilled,"Crane,Trailer",,116.546,53.201,10241842.778,106.325,25,193.703,1910.016,897.418,1440.344,114.61,740.402,4803,2995.222,2006.461,2,Carpenter_skilled;Painter_skilled,4,5,1,2,5,4,0,5,1,1,4,1,4,0,2,5,3,1,5,,49.69,4,10,31,116.546,53.201,10241842.778
SYN,Item_37,Synthetic entry,415.417098,m3,170560.72243,70853840.344654,Unskilled,"Loader,Mixer",,183.464,124.995,22250254.407,185.281,96,415.417,351.139,215.198,1273.638,71.94,1947.811,4473,8299.108,3488.436,2,Tiler_skilled;Driver_unskilled;ConcreteWorker_skilled,0,1,3,4,1,0,0,5,3,5,0,5,4,0,1,3,3,1,3,,45.769,18,8,44,183.464,124.995,22250254.407
SYN,Item_38,Synthetic entry,230.001564,bag,49989.419405,11497644.646602,Unskilled,Large Truck,,640.676,91.266,11364499.026,230.74,46,216.131,466.976,798.877,452.486,117.249,521.43,1301,2277.403,3504.921,5,Driver_unskilled;Mason_skilled;Painter_skilled;ConcreteWorker_skilled,0,2,2,0,5,0,2,3,2,4,4,2,3,2,0,4,5,2,3,,54.41,15,4,27,640.676,91.266,11364499.026
SYN,Item_39,Synthetic entry,447.550091,pieces,76752.810532,34350727.338102,Semi-skilled,Large Truck,,880.995,328.376,44057447.093,261.52,52,343.181,1999.312,752.577,1273.39,123.18,609.153,3653,1960.389,1007.345,2,Mason_skilled;Labourer_unskilled;Driver_unskilled;ConcreteWorker_skilled,2,1,4,5,5,3,1,0,4,0,0,4,2,1,3,3,0,2,0,,33.324,14,5,49,880.995,328.376,44057447.093
SYN,Item_40,Synthetic entry,174.851873,pieces,47261.955259,8263841.398678,Unskilled,Crane,,499.972,153.913,23822353.371,493.214,41,399.424,1991.669,450.621,276.375,47.511,1077.263,4358,5361.005,1333.743,5,ConcreteWorker_skilled;Welder_skilled,1,0,4,1,2,5,5,2,0,2,4,0,2,3,2,0,5,3,5,,58.149,15,2,36,499.972,153.913,23822353.371
SYN,Item_41,Synthetic entry,305.933939,pieces,26317.797508,8051507.457427,"Skilled,Unskilled",Crane,,157.086,370.448,10101670.538,417.125,15,496.436,644.918,352.123,800.286,175.521,756.254,681,6342.192,1016.918,4,Driver_unskilled;Carpenter_skilled;Tiler_skilled;Labourer_unskilled,5,1,1,1,3,4,4,0,3,5,0,2,3,4,4,0,3,4,2,,43.303,4,9,39,157.086,370.448,10101670.538
SYN,Item_42,Synthetic entry,134.648931,units,24743.891892,3331738.592037,"Skilled,Unskilled",Trailer,,96.383,6.225,17879862.37,74.812,46,160.243,1885.056,633.407,869.621,149.677,1112.588,4489,5571.315,1655.37,2,Welder_skilled;Driver_unskilled;ConcreteWorker_skilled,5,3,3,5,2,4,0,0,4,0,3,3,2,3,0,1,2,0,1,,47.97,10,9,48,96.383,6.225,17879862.37
SYN,Item_43,Synthetic entry,424.133999,pieces,31247.792664,13253251.262505,Professional,Crane,,418.748,122.962,17182861.855,179.076,98,325.12,1022.009,783.319,588.536,34.221,868.011,4258,5497.55,2120.336,3,Mason_skilled;Painter_skilled;Tiler_skilled;Labourer_unskilled,4,2,3,1,4,1,1,4,2,0,5,2,1,0,4,3,5,5,1,,45.719,20,1,42,418.748,122.962,17182861.855
SYN,Item_44,Synthetic entry,280.139674,bag,194135.278903,54384993.743786,"Skilled,Unskilled",Large Truck,,798.098,466.622,4618325.258,391.815,18,364.218,529.712,259.651,564.574,121.893,1391.76,1982,8851.791,2142.884,1,Mason_skilled;Welder_skilled,1,3,2,4,0,5,4,0,3,1,2,0,1,5,2,2,1,2,4,,49.865,12,6,34,798.098,466.622,4618325.258
SYN,Item_45,Synthetic entry,198.978921,bag,116542.593776,23189519.56009,Skilled,"Crane,Trailer",,548.474,323.52,39523876.712,76.188,94,185.484,982.998,173.648,971.112,148.736,1409.809,4320,2511.111,1883.052,5,Painter_skilled,2,2,4,0,3,3,1,5,0,1,4,0,3,4,5,3,4,2,5,,47.532,18,10,11,548.474,323.52,39523876.712
SYN,Item_46,Synthetic entry,238.135642,units,161056.576173,38353311.165279,Skilled,"Loader,Mixer",,599.606,166.718,6850208.881,126.144,27,375.079,930.666,887.157,1367.877,101.79,1959.69,1903,2507.584,1352.643,2,Mason_skilled;Labourer_unskilled,0,0,2,4,0,2,4,1,0,3,1,3,1,1,2,4,2,0,5,,36.093,15,5,21,599.606,166.718,6850208.881
SYN,Item_47,Synthetic entry,93.76524,m3,56850.874968,5330635.935585,Unskilled,None,,562.269,225.951,11264460.902,400.856,15,93.765,675.307,461.49,352.016,114.696,1895.782,2671,7951.444,4944.008,5,ConcreteWorker_skilled;Labourer_unskilled;Painter_skilled;Carpenter_skilled,5,5,4,1,4,0,1,3,5,1,1,0,0,1,4,3,4,3,3,,58.463,4,4,22,562.269,225.951,11264460.902
SYN,Item_48,Synthetic entry,125.398919,m3,18066.604499,2265532.674175,"Skilled,Semi-skilled",None,,78.045,233.29,36145969.634,336.85,87,125.399,576.732,235.308,1225.919,98.866,943.822,4285,3818.768,1812.777,3,Mason_skilled;Tiler_skilled;Labourer_unskilled,4,5,4,5,0,3,3,0,0,0,4,0,4,4,0,1,1,5,5,,50.918,8,9,47,78.045,233.29,36145969.634
SYN,Item_49,Synthetic entry,149.676639,bag,89499.345842,13395961.278329,"Skilled,Unskilled",Large Truck,,666.665,26.663,47310367.037,353.03,4,459.535,569.477,455.087,262.569,89.584,1247.37,2255,5729.371,2575.115,4,Driver_unskilled;Labourer_unskilled,4,5,1,4,2,2,4,3,3,3,3,4,0,1,1,0,2,4,5,,43.242,7,2,29,666.665,26.663,47310367.037
SYN,Item_50,Synthetic entry,150.48823,pieces,193412.871804,29106360.737001,"Skilled,Unskilled",Large Truck,,628.625,103.597,42873568.897,86.811,36,377.103,1091.731,730.242,963.272,85.648,1644.528,4455,9041.305,3914.233,1,Mason_skilled;Carpenter_skilled,2,5,4,4,2,0,2,4,2,4,2,2,5,1,1,5,3,0,0,,56.932,15,8,33,628.625,103.597,42873568.897
SYN,Item_51,Synthetic entry,106.969271,pieces,154297.429008,16505083.49816,"Unskilled,Semi-skilled",Excavator,,682.587,153.858,8480890.096,346.794,65,175.35,1332.067,770.601,1195.99,54.503,938.571,3643,4931.397,586.199,1,Carpenter_skilled;ConcreteWorker_skilled;Mason_skilled;Welder_skilled,5,5,3,2,1,3,0,4,3,5,3,5,4,5,2,3,1,1,0,,63.954,10,2,12,682.587,153.858,8480890.096
SYN,Item_52,Synthetic entry,190.083926,bag,199194.283053,37863631.35947,"Unskilled,Semi-skilled",Large Truck,,633.051,337.39,3372365.39,211.127,78,477.01,1471.224,796.528,893.467,55.123,1757.851,4625,2592.007,1110.113,2,Tiler_skilled,0,4,0,5,1,4,1,1,1,0,2,2,5,5,5,4,3,3,1,,41.674,3,3,10,633.051,337.39,3372365.39
SYN,Item_53,Synthetic entry,58.834357,pieces,99598.759497,5859828.973004,Semi-skilled,"Loader,Mixer",,355.733,277.637,1350031.181,37.968,74,342.662,302.226,453.435,673.275,141.848,893.668,978,3125.954,2594.226,1,Carpenter_skilled;Painter_skilled;Welder_skilled;Driver_unskilled,5,0,1,3,3,2,2,0,1,5,0,5,0,0,2,0,2,0,3,,40.2,12,4,41,355.733,277.637,1350031.181
SYN,Item_54,Synthetic entry,337.979009,units,130883.969191,44236034.201161,Skilled,None,,535.927,35.041,38394031.612,433.711,37,471.797,334.014,369.054,1387.761,194.053,1399.322,887,2617.224,4227.419,4,ConcreteWorker_skilled;Mason_skilled;Welder_skilled,2,1,1,4,1,3,3,5,0,0,2,0,1,4,3,5,3,2,1,,39.655,14,2,7,535.927,35.041,38394031.612
SYN,Item_55,Synthetic entry,82.636327,units,25433.854158,2101760.289071,Unskilled,Large Truck,,280.244,407.212,38037654.485,126.635,46,182.449,1793.286,429.923,1342.616,164.667,993.36,2567,6463.088,1723.087,4,Carpenter_skilled;ConcreteWorker_skilled;Driver_unskilled,5,1,5,4,4,0,2,0,0,2,1,2,3,2,4,4,3,0,3,,57.338,7,3,28,280.244,407.212,38037654.485
SYN,Item_56,Synthetic entry,122.149179,m3,82161.3613,10035942.828317,"Skilled,Semi-skilled",Crane,,548.821,231.278,46477552.87,397.395,25,122.149,487.45,749.076,669.748,160.291,1462.267,1472,2273.816,3565.079,2,Welder_skilled;ConcreteWorker_skilled;Carpenter_skilled;Mason_skilled,4,0,1,3,4,2,1,0,5,4,1,5,2,1,2,2,3,0,0,,40.909,15,3,49,548.821,231.278,46477552.87
SYN,Item_57,Synthetic entry,405.010786,m3,108316.311026,43869274.265261,Professional,Large Truck,,912.578,311.164,47747993.77,449.8,44,405.011,414.023,220.783,1396.0,141.359,1869.417,4278,1820.645,2108.57,4,Mason_skilled;ConcreteWorker_skilled;Welder_skilled;Tiler_skilled,3,3,3,4,4,1,1,5,3,5,0,3,4,2,4,1,5,3,1,,58.33,11,3,46,912.578,311.164,47747993.77
SYN,Item_58,Synthetic entry,205.691738,bag,128735.751035,26479880.373124,Semi-skilled,Crane,,115.891,407.011,11059734.008,385.687,24,179.24,903.642,635.315,629.462,105.506,1079.98,605,1171.044,2601.896,4,Driver_unskilled;Painter_skilled;Carpenter_skilled,1,1,4,0,2,2,3,3,0,3,2,3,3,5,0,3,0,0,5,,37.132,12,1,12,115.891,407.011,11059734.008
SYN,Item_59,Synthetic entry,179.293521,bag,173463.496274,31100881.011936,Professional,Excavator,,835.875,151.52,27933166.162,164.231,100,89.765,898.286,522.435,1426.023,34.348,515.304,3698,4098.122,703.59,1,Carpenter_skilled;Mason_skilled;ConcreteWorker_skilled,3,5,3,5,1,3,3,2,4,4,4,5,3,2,2,5,2,4,4,,70.305,3,7,35,835.875,151.52,27933166.162
SYN,Item_60,Synthetic entry,94.035011,bag,19925.177939,1873664.326671,Semi-skilled,Trailer,,336.187,206.862,14555651.334,220.033,28,413.796,1925.931,241.069,1041.482,90.107,221.336,1871,5758.297,1855.632,5,Tiler_skilled;Mason_skilled;ConcreteWorker_skilled,1,4,2,2,2,4,3,3,3,2,3,1,2,0,3,0,3,4,4,,49.454,12,9,36,336.187,206.862,14555651.334
SYN,Item_61,Synthetic entry,306.423587,m3,138260.661505,42366327.839355,"Skilled,Professional","Loader,Mixer",,551.818,450.24,47848854.308,171.19,55,306.424,1704.595,625.215,1269.101,195.798,538.751,2478,4547.526,3889.799,5,Labourer_unskilled;ConcreteWorker_skilled;Driver_unskilled;Carpenter_skilled,3,3,2,5,2,3,0,0,0,5,5,2,1,1,1,2,5,0,1,,45.936,6,1,27,551.818,450.24,47848854.308
SYN,Item_62,Synthetic entry,186.721242,m3,121233.540391,22636877.233865,Semi-skilled,None,,691.342,302.977,31809595.334,197.444,98,186.721,1435.79,714.506,406.906,199.335,1168.977,1790,8963.799,2565.726,5,Labourer_unskilled,3,4,5,2,3,2,3,3,0,2,5,1,3,3,2,1,4,3,4,,57.501,14,8,43,691.342,302.977,31809595.334
SYN,Item_63,Synthetic entry,173.137168,bag,14497.323139,2510025.471867,Professional,Trailer,,626.416,378.635,11262314.595,433.756,95,289.869,645.346,302.599,763.6,105.963,1527.875,2952,4336.809,4407.025,2,Driver_unskilled;Mason_skilled,0,0,3,1,3,1,4,1,0,5,5,5,3,0,3,1,5,2,2,,44.565,8,6,7,626.416,378.635,11262314.595
SYN,Item_64,Synthetic entry,382.276761,m3,68190.728143,26067730.684738,Unskilled,Excavator,,638.017,430.791,15066846.214,318.717,94,382.277,1311.886,781.499,1354.687,181.785,1860.375,1638,3995.004,1351.699,2,Driver_unskilled;ConcreteWorker_skilled;Welder_skilled,2,1,4,2,1,2,4,0,4,2,3,2,1,1,5,4,5,1,3,,46.923,3,5,16,638.017,430.791,15066846.214
SYN,Item_65,Synthetic entry,495.639935,bag,11921.567105,5908804.74502,"Skilled,Semi-skilled",Trailer,,360.617,112.861,31883781.54,21.945,3,244.425,1925.656,317.323,237.341,84.292,289.976,2624,8194.196,2707.957,1,Driver_unskilled,1,4,2,0,5,5,0,3,2,4,3,2,3,4,5,1,1,1,0,,47.823,5,10,36,360.617,112.861,31883781.54
SYN,Item_66,Synthetic entry,441.003145,pieces,25618.799646,11297971.215011,"Skilled,Semi-skilled","Loader,Mixer",,240.999,290.734,24916039.982,245.992,62,191.234,1628.616,586.211,1184.878,25.282,756.987,2309,2567.4,531.305,5,Painter_skilled;Welder_skilled,4,1,2,0,2,0,5,4,4,2,4,5,4,2,1,1,5,4,0,,48.641,15,6,50,240.999,290.734,24916039.982
SYN,Item_67,Synthetic entry,71.650325,bag,30890.265494,2213297.561981,"Skilled,Professional",None,,915.734,142.398,29008152.306,432.03,36,379.988,213.175,393.081,238.831,55.46,1208.617,1463,2684.977,4528.389,4,Mason_skilled;Driver_unskilled;Welder_skilled,5,5,1,5,0,3,0,2,4,3,0,5,3,1,2,0,3,1,2,,39.169,13,1,21,915.734,142.398,29008152.306
SYN,Item_68,Synthetic entry,308.675814,kg,77418.352262,23897172.903012,Semi-skilled,Excavator,,927.029,13.796,34423245.87,364.52,74,205.708,1890.882,635.121,770.395,138.353,985.012,509,9086.372,4713.666,4,Labourer_unskilled,3,0,4,1,5,2,5,2,1,5,4,3,3,5,0,5,2,0,0,,56.206,19,5,20,927.029,13.796,34423245.87
SYN,Item_69,Synthetic entry,413.364143,kg,111459.882994,46073519.012695,Unskilled,Trailer,,593.099,270.596,10966854.943,310.844,35,363.098,1963.585,875.473,619.15,161.032,1327.804,1490,8629.874,2443.107,1,Labourer_unskilled;ConcreteWorker_skilled,5,4,1,0,5,3,4,3,1,3,4,2,0,2,0,2,1,5,2,,49.966,8,3,48,593.099,270.596,10966854.943
SYN,Item_70,Synthetic entry,273.440993,m3,156084.138106,42679801.715254,"Unskilled,Semi-skilled",None,,711.412,349.953,4340596.228,199.127,49,273.441,1982.038,543.838,725.693,59.209,1165.063,2444,4736.048,4260.465,4,Carpenter_skilled;ConcreteWorker_skilled;Driver_unskilled;Tiler_skilled,3,1,4,1,5,4,3,3,5,0,2,4,5,4,4,3,1,1,3,,61.239,14,7,24,711.412,349.953,4340596.228
SYN,Item_71,Synthetic entry,448.436722,m3,34237.067148,15353158.162743,"Skilled,Unskilled",Trailer,,994.246,138.757,24950530.12,40.932,16,448.437,1519.195,914.501,1413.473,131.932,1617.296,861,2492.025,2157.274,4,Labourer_unskilled;Painter_skilled;Driver_unskilled;Tiler_skilled,1,2,1,5,5,3,2,3,2,4,3,3,4,5,1,5,3,1,4,,53.293,17,4,46,994.246,138.757,24950530.12
SYN,Item_72,Synthetic entry,182.133878,units,70474.899739,12835866.791125,"Skilled,Professional",Large Truck,,683.245,376.685,26747038.306,175.884,38,235.314,1119.429,724.625,619.766,149.172,1747.731,4256,5694.048,3842.785,2,Labourer_unskilled;Driver_unskilled,2,2,0,5,3,4,2,2,3,5,4,3,2,1,5,5,1,5,5,,69.615,13,3,41,683.245,376.685,26747038.306
SYN,Item_73,Synthetic entry,398.942019,bag,116203.101974,46358300.11557,"Skilled,Unskilled","Loader,Mixer",,954.294,110.808,6504992.575,340.119,63,282.858,1478.932,847.379,834.822,185.595,1960.716,2853,4042.884,1435.404,3,Driver_unskilled;Painter_skilled;Carpenter_skilled;Tiler_skilled,4,4,4,4,3,5,0,5,2,4,3,5,5,3,4,1,0,3,4,,59.657,10,1,23,954.294,110.808,6504992.575
SYN,Item_74,Synthetic entry,109.508245,pieces,189187.21929,20717560.360878,"Skilled,Semi-skilled",None,,439.234,156.867,9176587.003,231.704,69,103.619,742.583,881.671,983.207,44.754,490.235,1073,3556.292,2440.386,1,Tiler_skilled;Carpenter_skilled;ConcreteWorker_skilled,0,3,1,2,1,1,2,3,5,2,2,5,3,2,0,5,0,0,1,,45.11,19,4,14,439.234,156.867,9176587.003
SYN,Item_75,Synthetic entry,478.078954,bag,172030.654782,82244235.494114,"Skilled,Semi-skilled","Crane,Trailer",,268.561,373.248,37164085.636,106.831,15,272.997,555.852,407.279,306.798,128.984,1480.598,4547,8335.408,4520.93,1,Carpenter_skilled;Welder_skilled;Mason_skilled;ConcreteWorker_skilled,4,2,5,1,5,4,4,4,1,1,4,1,0,4,1,5,5,0,3,,49.765,4,5,21,268.561,373.248,37164085.636
SYN,Item_76,Synthetic entry,272.557929,bag,57843.501004,15765704.83976,"Skilled,Professional",Large Truck,,211.429,45.142,4439014.091,418.795,31,453.564,429.998,149.713,579.961,95.039,1221.582,4181,7381.013,2439.148,1,Painter_skilled;Driver_unskilled;Welder_skilled,4,2,2,4,1,5,1,5,0,3,3,4,2,0,1,0,4,1,0,,48.748,7,10,25,211.429,45.142,4439014.091
SYN,Item_77,Synthetic entry,257.547675,kg,10953.944536,2821162.947326,"Skilled,Semi-skilled",Crane,,58.627,182.343,27150940.892,351.566,31,103.987,1428.947,345.972,1400.544,162.837,584.139,3217,8075.122,3244.318,2,Driver_unskilled;Carpenter_skilled,3,0,4,3,3,1,2,2,0,0,0,1,1,0,2,2,3,1,1,,30.462,15,5,10,58.627,182.343,27150940.892
SYN,Item_78,Synthetic entry,326.120899,pieces,21569.945471,7034410.008383,Semi-skilled,Excavator,,819.625,457.519,31453464.006,24.187,12,153.762,226.755,461.045,388.236,45.414,350.269,4813,7707.08,1667.136,3,Welder_skilled;Painter_skilled;Mason_skilled,3,4,0,2,4,5,0,0,2,3,0,0,1,5,0,2,1,0,2,,42.163,6,1,34,819.625,457.519,31453464.006
SYN,Item_79,Synthetic entry,393.570217,units,114837.895838,45196775.584785,Semi-skilled,Trailer,,888.956,347.386,16889387.913,362.169,43,346.615,1695.904,226.469,602.573,170.56,1373.318,2008,1693.503,1175.472,4,ConcreteWorker_skilled;Carpenter_skilled,5,1,2,0,3,2,5,1,5,5,2,5,4,0,1,5,3,1,4,,60.241,17,6,34,888.956,347.386,16889387.913
SYN,Item_80,Synthetic entry,489.033519,pieces,98158.730846,48002909.566193,Skilled,"Loader,Mixer",,869.223,69.762,30292792.204,112.527,79,140.622,1446.133,700.695,532.186,140.277,881.73,1023,3267.986,4902.17,5,Welder_skilled;Mason_skilled;ConcreteWorker_skilled;Carpenter_skilled,3,2,0,2,4,4,1,5,3,2,4,1,1,0,5,0,0,2,2,,51.023,18,8,32,869.223,69.762,30292792.204
SYN,Item_81,Synthetic entry,328.308509,m3,197746.77307,64921948.226173,Professional,Crane,,795.822,239.887,32161467.53,74.324,98,328.309,814.724,656.027,914.703,195.225,728.288,760,3975.885,954.444,4,Welder_skilled;Driver_unskilled;Tiler_skilled;Carpenter_skilled,4,4,2,0,1,1,3,1,2,3,5,0,5,0,0,0,5,3,0,,41.649,10,9,35,795.822,239.887,32161467.53
SYN,Item_82,Synthetic entry,286.512731,units,195423.327146,55991271.161707,"Skilled,Semi-skilled",Crane,,96.172,18.979,8042475.256,93.796,84,472.604,1455.393,881.021,191.797,119.209,1753.965,2941,7705.368,784.84,2,Welder_skilled,3,0,4,5,4,0,4,3,0,4,4,2,2,0,0,4,2,4,0,,42.063,2,4,31,96.172,18.979,8042475.256
