boq_text,machinery,vehicles,skilled,unskilled,labour_roles
"Item_195 Synthetic entry qty:76.514344 units vehicles:Crane,Trailer labor:Semi-skilled",Crane;Trailer,Crane;Trailer,19,17,ConcreteWorker_skilled
"Item_196 Synthetic entry qty:370.007653 pieces vehicles:None labor:Unskilled,Semi-skilled",,,9,17,ConcreteWorker_skilled
"Item_197 Synthetic entry qty:417.080814 bag vehicles:Trailer labor:Skilled,Unskilled",Trailer,Trailer,22,5,Labourer_unskilled;Driver_unskilled
Item_198 Synthetic entry qty:161.964564 bag vehicles:Trailer labor:Semi-skilled,Trailer,Trailer,12,35,Welder_skilled;Tiler_skilled;Painter_skilled;ConcreteWorker_skilled
Item_199 Synthetic entry qty:239.353904 pieces vehicles:Trailer labor:Semi-skilled,Trailer,Trailer,22,21,Carpenter_skilled
Item_0 Synthetic entry qty:315.985266 bag vehicles:Crane labor:Professional,Crane,Crane,25,19,ConcreteWorker_skilled;Painter_skilled
Item_1 Synthetic entry qty:479.936222 pieces vehicles:Large Truck labor:Unskilled,Large Truck,Large Truck,15,8,Labourer_unskilled;Tiler_skilled
"Item_2 Synthetic entry qty:13.508758 m3 vehicles:Loader,Mixer labor:Professional",Loader;Mixer,Loader;Mixer,18,26,Carpenter_skilled
Item_3 Synthetic entry qty:27.579115 bag vehicles:Crane labor:Skilled,Crane,Crane,7,37,Driver_unskilled;Mason_skilled
Item_4 Synthetic entry qty:200.9433 kg vehicles:Crane labor:Professional,Crane,Crane,21,27,Labourer_unskilled;Mason_skilled;ConcreteWorker_skilled
Item_5 Synthetic entry qty:39.097118 bag vehicles:Crane labor:Professional,Crane,Crane,19,25,Tiler_skilled;ConcreteWorker_skilled
"Item_6 Synthetic entry qty:64.84875 kg vehicles:None labor:Unskilled,Semi-skilled",,,13,48,Labourer_unskilled
"Item_7 Synthetic entry qty:61.721315 units vehicles:Large Truck labor:Skilled,Unskilled",Large Truck,Large Truck,27,29,Carpenter_skilled;Welder_skilled;Painter_skilled;Mason_skilled
"Item_8 Synthetic entry qty:378.251024 units vehicles:Crane,Trailer labor:Skilled,Professional",Crane;Trailer,Crane;Trailer,6,49,Tiler_skilled
"Item_9 Synthetic entry qty:368.91416 bag vehicles:Crane,Trailer labor:Professional",Crane;Trailer,Crane;Trailer,17,47,Driver_unskilled;Painter_skilled;Tiler_skilled
"Item_10 Synthetic entry qty:64.989923 kg vehicles:Excavator labor:Skilled,Semi-skilled",Excavator,Excavator,5,26,Tiler_skilled
Item_11 Synthetic entry qty:252.433928 pieces vehicles:Excavator labor:Semi-skilled,Excavator,Excavator,18,49,Welder_skilled;Carpenter_skilled;Labourer_unskilled;Driver_unskilled
"Item_12 Synthetic entry qty:113.870275 m3 vehicles:Trailer labor:Unskilled,Semi-skilled",Trailer,Trailer,9,14,Labourer_unskilled;Mason_skilled;Tiler_skilled;Carpenter_skilled
"Item_13 Synthetic entry qty:337.33424 kg vehicles:Crane labor:Skilled,Unskilled",Crane,Crane,9,33,Mason_skilled;Carpenter_skilled
"Item_14 Synthetic entry qty:322.176318 kg vehicles:None labor:Skilled,Semi-skilled",,,22,46,Carpenter_skilled;Labourer_unskilled
Item_15 Synthetic entry qty:377.64289 m3 vehicles:Trailer labor:Skilled,Trailer,Trailer,27,34,ConcreteWorker_skilled;Mason_skilled;Painter_skilled
"Item_16 Synthetic entry qty:97.830131 m3 vehicles:None labor:Unskilled,Semi-skilled",,,23,26,ConcreteWorker_skilled
"Item_17 Synthetic entry qty:226.602144 kg vehicles:Excavator labor:Skilled,Professional",Excavator,Excavator,19,25,Labourer_unskilled;Welder_skilled
"Item_18 Synthetic entry qty:49.474523 pieces vehicles:Large Truck labor:Unskilled,Semi-skilled",Large Truck,Large Truck,17,26,Driver_unskilled;Welder_skilled
"Item_19 Synthetic entry qty:115.70662 m3 vehicles:Loader,Mixer labor:Skilled,Unskilled",Loader;Mixer,Loader;Mixer,21,19,Tiler_skilled
"Item_20 Synthetic entry qty:204.48233 pieces vehicles:Trailer labor:Skilled,Professional",Trailer,Trailer,17,15,Painter_skilled
"Item_21 Synthetic entry qty:27.252536 units vehicles:Large Truck labor:Skilled,Professional",Large Truck,Large Truck,7,38,Mason_skilled
"Item_22 Synthetic entry qty:111.387066 pieces vehicles:Large Truck labor:Unskilled,Semi-skilled",Large Truck,Large Truck,21,22,Carpenter_skilled;Painter_skilled;ConcreteWorker_skilled;Labourer_unskilled
Item_23 Synthetic entry qty:76.958708 pieces vehicles:None labor:Professional,,,23,21,Carpenter_skilled;Mason_skilled;Welder_skilled;Painter_skilled
"Item_24 Synthetic entry qty:335.062968 units vehicles:Crane,Trailer labor:Semi-skilled",Crane;Trailer,Crane;Trailer,9,12,Carpenter_skilled;Painter_skilled;Welder_skilled
"Item_25 Synthetic entry qty:478.222906 kg vehicles:None labor:Skilled,Professional",,,11,12,Labourer_unskilled
"Item_26 Synthetic entry qty:227.523758 kg vehicles:Crane,Trailer labor:Skilled",Crane;Trailer,Crane;Trailer,28,46,Carpenter_skilled
"Item_27 Synthetic entry qty:227.006799 units vehicles:None labor:Unskilled,Semi-skilled",,,6,29,Labourer_unskilled;Tiler_skilled
Item_28 Synthetic entry qty:178.625926 m3 vehicles:Trailer labor:Unskilled,Trailer,Trailer,24,41,Carpenter_skilled;Labourer_unskilled;Painter_skilled
Item_29 Synthetic entry qty:39.28481 units vehicles:Trailer labor:Semi-skilled,Trailer,Trailer,7,31,Tiler_skilled;Driver_unskilled
"Item_30 Synthetic entry qty:122.111483 units vehicles:Loader,Mixer labor:Skilled",Loader;Mixer,Loader;Mixer,18,37,Welder_skilled;Painter_skilled;Tiler_skilled;ConcreteWorker_skilled
Item_31 Synthetic entry qty:179.596997 units vehicles:Crane labor:Semi-skilled,Crane,Crane,17,14,Tiler_skilled;Carpenter_skilled;Driver_unskilled;Labourer_unskilled
"Item_32 Synthetic entry qty:379.948052 units vehicles:Trailer labor:Skilled,Professional",Trailer,Trailer,14,41,Painter_skilled
"Item_33 Synthetic entry qty:218.741441 kg vehicles:Loader,Mixer labor:Unskilled",Loader;Mixer,Loader;Mixer,16,17,Driver_unskilled;Painter_skilled;Tiler_skilled;Carpenter_skilled
"Item_34 Synthetic entry qty:380.698756 units vehicles:Crane,Trailer labor:Semi-skilled",Crane;Trailer,Crane;Trailer,12,7,Painter_skilled;Driver_unskilled;ConcreteWorker_skilled;Tiler_skilled
Item_35 Synthetic entry qty:395.10044 units vehicles:Large Truck labor:Professional,Large Truck,Large Truck,9,35,Painter_skilled;Mason_skilled
"Item_36 Synthetic entry qty:323.324635 kg vehicles:Trailer labor:Skilled,Unskilled",Trailer,Trailer,19,28,Painter_skilled;Carpenter_skilled;Labourer_unskilled;Welder_skilled
"Item_37 Synthetic entry qty:400.295251 pieces vehicles:Excavator labor:Unskilled,Semi-skilled",Excavator,Excavator,20,42,Tiler_skilled;Carpenter_skilled;Mason_skilled
"Item_38 Synthetic entry qty:213.379999 kg vehicles:Crane,Trailer labor:Unskilled,Semi-skilled",Crane;Trailer,Crane;Trailer,12,25,Driver_unskilled;Mason_skilled
"Item_39 Synthetic entry qty:302.893858 kg vehicles:Loader,Mixer labor:Unskilled",Loader;Mixer,Loader;Mixer,25,26,ConcreteWorker_skilled
"Item_40 Synthetic entry qty:16.136459 m3 vehicles:None labor:Skilled,Semi-skilled",,,10,27,Welder_skilled;Painter_skilled;Tiler_skilled
"Item_41 Synthetic entry qty:476.603829 pieces vehicles:Large Truck labor:Skilled,Semi-skilled",Large Truck,Large Truck,12,20,Carpenter_skilled
"Item_42 Synthetic entry qty:327.6114 kg vehicles:Large Truck labor:Skilled,Unskilled",Large Truck,Large Truck,18,40,Welder_skilled;Labourer_unskilled;Tiler_skilled;Painter_skilled
Item_43 Synthetic entry qty:199.11939 bag vehicles:Crane labor:Unskilled,Crane,Crane,24,16,Welder_skilled;Mason_skilled;Carpenter_skilled;Driver_unskilled
"Item_44 Synthetic entry qty:31.170333 kg vehicles:Loader,Mixer labor:Skilled,Professional",Loader;Mixer,Loader;Mixer,14,39,Welder_skilled;Labourer_unskilled;Carpenter_skilled;ConcreteWorker_skilled
Item_45 Synthetic entry qty:194.619822 pieces vehicles:None labor:Unskilled,,,10,36,Tiler_skilled;Painter_skilled;ConcreteWorker_skilled;Welder_skilled
Item_46 Synthetic entry qty:220.281668 units vehicles:Crane labor:Skilled,Crane,Crane,13,42,Tiler_skilled;Welder_skilled;Driver_unskilled
"Item_47 Synthetic entry qty:421.134467 kg vehicles:Large Truck labor:Skilled,Professional",Large Truck,Large Truck,7,46,Mason_skilled;Carpenter_skilled;Welder_skilled
Item_48 Synthetic entry qty:155.061727 pieces vehicles:Large Truck labor:Professional,Large Truck,Large Truck,9,19,Labourer_unskilled
"Item_49 Synthetic entry qty:474.193456 units vehicles:Large Truck labor:Skilled,Professional",Large Truck,Large Truck,22,17,ConcreteWorker_skilled;Painter_skilled
"Item_50 Synthetic entry qty:24.267231 pieces vehicles:Loader,Mixer labor:Unskilled,Semi-skilled",Loader;Mixer,Loader;Mixer,15,25,Driver_unskilled;Painter_skilled;Tiler_skilled
"Item_51 Synthetic entry qty:434.689524 kg vehicles:Trailer labor:Skilled,Unskilled",Trailer,Trailer,17,18,Labourer_unskilled;Mason_skilled;Tiler_skilled;Painter_skilled
"Item_52 Synthetic entry qty:246.526793 pieces vehicles:Crane,Trailer labor:Semi-skilled",Crane;Trailer,Crane;Trailer,14,49,Painter_skilled;ConcreteWorker_skilled;Carpenter_skilled
"Item_53 Synthetic entry qty:51.494281 m3 vehicles:Crane labor:Skilled,Professional",Crane,Crane,14,22,Painter_skilled;Welder_skilled;Labourer_unskilled;Carpenter_skilled
Item_54 Synthetic entry qty:31.210739 pieces vehicles:Crane labor:Unskilled,Crane,Crane,6,19,Driver_unskilled;Tiler_skilled;Welder_skilled;Labourer_unskilled
"Item_55 Synthetic entry qty:222.565197 kg vehicles:Crane,Trailer labor:Unskilled",Crane;Trailer,Crane;Trailer,10,17,Carpenter_skilled;Painter_skilled;Driver_unskilled
"Item_56 Synthetic entry qty:87.904148 kg vehicles:None labor:Unskilled,Semi-skilled",,,16,30,ConcreteWorker_skilled;Carpenter_skilled
Item_57 Synthetic entry qty:15.100838 bag vehicles:Trailer labor:Skilled,Trailer,Trailer,15,28,Carpenter_skilled
Item_58 Synthetic entry qty:147.696424 m3 vehicles:Trailer labor:Semi-skilled,Trailer,Trailer,19,24,Labourer_unskilled
Item_59 Synthetic entry qty:480.051983 pieces vehicles:Excavator labor:Skilled,Excavator,Excavator,12,50,Tiler_skilled
Item_60 Synthetic entry qty:275.915329 pieces vehicles:Excavator labor:Unskilled,Excavator,Excavator,23,32,Labourer_unskilled;Welder_skilled;Painter_skilled
"Item_61 Synthetic entry qty:50.102771 m3 vehicles:None labor:Skilled,Unskilled",,,18,19,Welder_skilled
"Item_62 Synthetic entry qty:485.283723 bag vehicles:Crane labor:Unskilled,Semi-skilled",Crane,Crane,19,5,Carpenter_skilled
"Item_63 Synthetic entry qty:119.170283 pieces vehicles:Loader,Mixer labor:Semi-skilled",Loader;Mixer,Loader;Mixer,21,38,Driver_unskilled;Painter_skilled
"Item_64 Synthetic entry qty:180.975718 bag vehicles:Large Truck labor:Skilled,Professional",Large Truck,Large Truck,26,26,Driver_unskilled
"Item_65 Synthetic entry qty:370.338129 kg vehicles:None labor:Skilled,Professional",,,17,22,Welder_skilled;Labourer_unskilled;ConcreteWorker_skilled
Item_66 Synthetic entry qty:173.329693 m3 vehicles:Trailer labor:Skilled,Trailer,Trailer,9,23,Carpenter_skilled;Labourer_unskilled;ConcreteWorker_skilled;Tiler_skilled
Item_67 Synthetic entry qty:207.339885 m3 vehicles:Trailer labor:Semi-skilled,Trailer,Trailer,9,30,Painter_skilled;ConcreteWorker_skilled;Driver_unskilled
"Item_68 Synthetic entry qty:463.066798 pieces vehicles:Excavator labor:Unskilled,Semi-skilled",Excavator,Excavator,21,49,Labourer_unskilled
Item_69 Synthetic entry qty:109.23433 pieces vehicles:Crane labor:Unskilled,Crane,Crane,28,38,ConcreteWorker_skilled;Tiler_skilled
Item_70 Synthetic entry qty:180.549844 units vehicles:Large Truck labor:Semi-skilled,Large Truck,Large Truck,16,49,Carpenter_skilled;Tiler_skilled;ConcreteWorker_skilled;Mason_skilled
Item_71 Synthetic entry qty:13.346333 bag vehicles:Trailer labor:Unskilled,Trailer,Trailer,24,36,Carpenter_skilled;Labourer_unskilled;Painter_skilled
Item_72 Synthetic entry qty:499.237995 pieces vehicles:None labor:Unskilled,,,18,37,Welder_skilled;ConcreteWorker_skilled
"Item_73 Synthetic entry qty:228.144808 bag vehicles:Excavator labor:Skilled,Professional",Excavator,Excavator,19,46,ConcreteWorker_skilled;Carpenter_skilled
"Item_74 Synthetic entry qty:194.558512 bag vehicles:Excavator labor:Skilled,Professional",Excavator,Excavator,18,24,Driver_unskilled;ConcreteWorker_skilled;Painter_skilled
"Item_75 Synthetic entry qty:362.1955 kg vehicles:Crane,Trailer labor:Unskilled",Crane;Trailer,Crane;Trailer,22,43,Welder_skilled;Tiler_skilled
"Item_76 Synthetic entry qty:430.730235 m3 vehicles:Loader,Mixer labor:Semi-skilled",Loader;Mixer,Loader;Mixer,26,31,Welder_skilled;Mason_skilled;Painter_skilled
Item_77 Synthetic entry qty:111.929366 m3 vehicles:Crane labor:Skilled,Crane,Crane,11,50,Welder_skilled;ConcreteWorker_skilled
"Item_78 Synthetic entry qty:378.063175 m3 vehicles:Trailer labor:Skilled,Professional",Trailer,Trailer,27,24,Labourer_unskilled;Driver_unskilled;Mason_skilled
"Item_79 Synthetic entry qty:211.8634 pieces vehicles:Crane labor:Unskilled,Semi-skilled",Crane,Crane,10,28,ConcreteWorker_skilled;Carpenter_skilled
"Item_80 Synthetic entry qty:209.068875 m3 vehicles:Crane,Trailer labor:Semi-skilled",Crane;Trailer,Crane;Trailer,25,46,Welder_skilled;Driver_unskilled;ConcreteWorker_skilled;Carpenter_skilled
Item_81 Synthetic entry qty:180.316962 units vehicles:Crane labor:Unskilled,Crane,Crane,27,16,Welder_skilled;Carpenter_skilled;Tiler_skilled
Item_82 Synthetic entry qty:366.631832 pieces vehicles:Trailer labor:Professional,Trailer,Trailer,29,46,Mason_skilled;ConcreteWorker_skilled
Item_83 Synthetic entry qty:370.193839 kg vehicles:Crane labor:Semi-skilled,Crane,Crane,18,26,Carpenter_skilled;ConcreteWorker_skilled;Tiler_skilled
"Item_84 Synthetic entry qty:209.616428 kg vehicles:Crane,Trailer labor:Skilled,Unskilled",Crane;Trailer,Crane;Trailer,3,29,Driver_unskilled;Mason_skilled;Welder_skilled
"Item_85 Synthetic entry qty:281.543812 pieces vehicles:Crane labor:Skilled,Unskilled",Crane,Crane,16,8,ConcreteWorker_skilled;Welder_skilled;Carpenter_skilled
"Item_86 Synthetic entry qty:272.004211 kg vehicles:Trailer labor:Skilled,Semi-skilled",Trailer,Trailer,22,41,ConcreteWorker_skilled
"Item_87 Synthetic entry qty:479.522454 units vehicles:Crane labor:Skilled,Professional",Crane,Crane,17,45,Tiler_skilled
Item_88 Synthetic entry qty:142.717349 pieces vehicles:Crane labor:Skilled,Crane,Crane,16,40,Painter_skilled;Welder_skilled
Item_89 Synthetic entry qty:143.816568 pieces vehicles:Trailer labor:Unskilled,Trailer,Trailer,21,33,Tiler_skilled;Driver_unskilled;Mason_skilled
"Item_90 Synthetic entry qty:32.295977 units vehicles:Crane,Trailer labor:Skilled,Professional",Crane;Trailer,Crane;Trailer,13,19,Labourer_unskilled;Painter_skilled;Welder_skilled;ConcreteWorker_skilled
"Item_91 Synthetic entry qty:219.271603 m3 vehicles:None labor:Unskilled,Semi-skilled",,,13,32,Painter_skilled;Driver_unskilled
"Item_92 Synthetic entry qty:388.659374 units vehicles:Excavator labor:Skilled,Professional",Excavator,Excavator,27,25,ConcreteWorker_skilled
Item_93 Synthetic entry qty:311.846234 kg vehicles:Trailer labor:Unskilled,Trailer,Trailer,18,22,Welder_skilled;Carpenter_skilled
"Item_94 Synthetic entry qty:275.261987 m3 vehicles:Loader,Mixer labor:Skilled,Semi-skilled",Loader;Mixer,Loader;Mixer,22,40,Tiler_skilled;Labourer_unskilled
"Item_95 Synthetic entry qty:418.981041 bag vehicles:Crane,Trailer labor:Skilled",Crane;Trailer,Crane;Trailer,18,28,ConcreteWorker_skilled;Labourer_unskilled
"Item_96 Synthetic entry qty:274.767505 bag vehicles:Large Truck labor:Unskilled,Semi-skilled",Large Truck,Large Truck,12,48,Labourer_unskilled
Item_97 Synthetic entry qty:384.694423 m3 vehicles:Trailer labor:Professional,Trailer,Trailer,27,28,Welder_skilled;Labourer_unskilled;Carpenter_skilled
Item_98 Synthetic entry qty:402.397619 m3 vehicles:Large Truck labor:Semi-skilled,Large Truck,Large Truck,23,21,Welder_skilled;Painter_skilled
"Item_99 Synthetic entry qty:139.596079 bag vehicles:None labor:Skilled,Unskilled",,,7,42,Tiler_skilled;Welder_skilled;ConcreteWorker_skilled;Labourer_unskilled
"Item_100 Synthetic entry qty:223.240446 bag vehicles:Loader,Mixer labor:Professional",Loader;Mixer,Loader;Mixer,9,11,Painter_skilled;Driver_unskilled;Mason_skilled
"Item_101 Synthetic entry qty:370.413711 pieces vehicles:Crane,Trailer labor:Unskilled",Crane;Trailer,Crane;Trailer,10,10,Mason_skilled;Labourer_unskilled;Driver_unskilled
"Item_102 Synthetic entry qty:401.357881 m3 vehicles:Large Truck labor:Skilled,Semi-skilled",Large Truck,Large Truck,14,31,Welder_skilled
"Item_103 Synthetic entry qty:426.697804 pieces vehicles:Crane labor:Unskilled,Semi-skilled",Crane,Crane,20,24,Welder_skilled
Item_104 Synthetic entry qty:62.213768 units vehicles:Crane labor:Professional,Crane,Crane,23,11,Labourer_unskilled;Driver_unskilled;Mason_skilled
Item_105 Synthetic entry qty:351.801149 units vehicles:Trailer labor:Semi-skilled,Trailer,Trailer,20,14,Labourer_unskilled;Tiler_skilled;Driver_unskilled
"Item_106 Synthetic entry qty:28.606373 pieces vehicles:Crane,Trailer labor:Skilled,Semi-skilled",Crane;Trailer,Crane;Trailer,17,6,Mason_skilled;Tiler_skilled;Painter_skilled
"Item_107 Synthetic entry qty:115.622957 m3 vehicles:Excavator labor:Unskilled,Semi-skilled",Excavator,Excavator,12,10,Driver_unskilled;Carpenter_skilled
"Item_108 Synthetic entry qty:237.03842 units vehicles:Loader,Mixer labor:Skilled",Loader;Mixer,Loader;Mixer,17,33,Driver_unskilled;Carpenter_skilled;Welder_skilled
Item_109 Synthetic entry qty:15.961853 m3 vehicles:Large Truck labor:Unskilled,Large Truck,Large Truck,21,20,Driver_unskilled
"Item_110 Synthetic entry qty:242.234669 units vehicles:Loader,Mixer labor:Professional",Loader;Mixer,Loader;Mixer,29,40,Welder_skilled
"Item_111 Synthetic entry qty:445.843764 bag vehicles:Excavator labor:Skilled,Semi-skilled",Excavator,Excavator,17,5,Labourer_unskilled
"Item_112 Synthetic entry qty:221.177792 pieces vehicles:Crane,Trailer labor:Unskilled",Crane;Trailer,Crane;Trailer,5,31,ConcreteWorker_skilled;Tiler_skilled;Labourer_unskilled;Mason_skilled
"Item_113 Synthetic entry qty:150.857871 pieces vehicles:None labor:Skilled,Unskilled",,,17,43,Driver_unskilled
"Item_114 Synthetic entry qty:93.29308 pieces vehicles:Large Truck labor:Skilled,Semi-skilled",Large Truck,Large Truck,20,29,Tiler_skilled;Painter_skilled
"Item_115 Synthetic entry qty:425.745801 m3 vehicles:Loader,Mixer labor:Skilled",Loader;Mixer,Loader;Mixer,13,20,Carpenter_skilled
"Item_116 Synthetic entry qty:253.480987 pieces vehicles:Crane labor:Unskilled,Semi-skilled",Crane,Crane,16,50,Welder_skilled;Painter_skilled
"Item_117 Synthetic entry qty:272.643483 kg vehicles:Excavator labor:Skilled,Professional",Excavator,Excavator,22,13,Driver_unskilled;Tiler_skilled
"Item_118 Synthetic entry qty:325.378338 kg vehicles:Loader,Mixer labor:Semi-skilled",Loader;Mixer,Loader;Mixer,22,39,Welder_skilled;Carpenter_skilled
Item_119 Synthetic entry qty:335.395968 bag vehicles:Large Truck labor:Skilled,Large Truck,Large Truck,11,5,ConcreteWorker_skilled;Driver_unskilled
"Item_120 Synthetic entry qty:242.652935 m3 vehicles:Excavator labor:Unskilled,Semi-skilled",Excavator,Excavator,24,15,Driver_unskilled;Painter_skilled
"Item_121 Synthetic entry qty:140.668827 bag vehicles:None labor:Skilled,Unskilled",,,22,15,ConcreteWorker_skilled;Mason_skilled
"Item_122 Synthetic entry qty:55.720401 m3 vehicles:Excavator labor:Skilled,Semi-skilled",Excavator,Excavator,16,43,Tiler_skilled;Painter_skilled
"Item_123 Synthetic entry qty:23.218895 m3 vehicles:Excavator labor:Skilled,Unskilled",Excavator,Excavator,16,24,Driver_unskilled;Mason_skilled
Item_124 Synthetic entry qty:176.978826 bag vehicles:Trailer labor:Unskilled,Trailer,Trailer,11,31,Carpenter_skilled
"Item_125 Synthetic entry qty:427.396725 units vehicles:Crane,Trailer labor:Professional",Crane;Trailer,Crane;Trailer,7,39,Welder_skilled;Driver_unskilled;Carpenter_skilled
"Item_126 Synthetic entry qty:347.935413 kg vehicles:Crane,Trailer labor:Unskilled",Crane;Trailer,Crane;Trailer,13,25,Tiler_skilled;Painter_skilled;Driver_unskilled
"Item_127 Synthetic entry qty:221.822242 pieces vehicles:Crane,Trailer labor:Professional",Crane;Trailer,Crane;Trailer,5,14,Tiler_skilled
"Item_128 Synthetic entry qty:214.113301 pieces vehicles:Large Truck labor:Skilled,Unskilled",Large Truck,Large Truck,14,20,Painter_skilled
"Item_129 Synthetic entry qty:238.575368 kg vehicles:Large Truck labor:Skilled,Professional",Large Truck,Large Truck,11,27,Tiler_skilled;Welder_skilled;Driver_unskilled
"Item_130 Synthetic entry qty:446.784339 pieces vehicles:Loader,Mixer labor:Semi-skilled",Loader;Mixer,Loader;Mixer,15,49,Driver_unskilled
Item_131 Synthetic entry qty:237.598672 units vehicles:Large Truck labor:Skilled,Large Truck,Large Truck,17,47,Painter_skilled
"Item_132 Synthetic entry qty:411.634132 pieces vehicles:Loader,Mixer labor:Skilled",Loader;Mixer,Loader;Mixer,14,47,Driver_unskilled
Item_133 Synthetic entry qty:266.143732 units vehicles:Trailer labor:Semi-skilled,Trailer,Trailer,14,12,Labourer_unskilled;Mason_skilled;Welder_skilled;Painter_skilled
"Item_134 Synthetic entry qty:297.922765 kg vehicles:None labor:Skilled,Unskilled",,,24,38,Welder_skilled;Painter_skilled;Driver_unskilled;Labourer_unskilled
"Item_135 Synthetic entry qty:155.296569 bag vehicles:None labor:Skilled,Professional",,,25,41,Mason_skilled;Labourer_unskilled;Welder_skilled
Item_136 Synthetic entry qty:452.940158 m3 vehicles:Excavator labor:Professional,Excavator,Excavator,10,7,Welder_skilled;Carpenter_skilled;Mason_skilled;Painter_skilled
"Item_137 Synthetic entry qty:422.297238 units vehicles:Crane,Trailer labor:Professional",Crane;Trailer,Crane;Trailer,18,40,Welder_skilled;ConcreteWorker_skilled
Item_138 Synthetic entry qty:431.536026 pieces vehicles:Crane labor:Unskilled,Crane,Crane,15,49,Driver_unskilled
"Item_139 Synthetic entry qty:178.66011 kg vehicles:Loader,Mixer labor:Unskilled",Loader;Mixer,Loader;Mixer,17,40,Tiler_skilled
Item_140 Synthetic entry qty:312.188061 bag vehicles:Large Truck labor:Skilled,Large Truck,Large Truck,13,47,ConcreteWorker_skilled;Driver_unskilled;Welder_skilled;Carpenter_skilled
"Item_141 Synthetic entry qty:422.488052 pieces vehicles:None labor:Unskilled,Semi-skilled",,,13,37,Mason_skilled
"Item_142 Synthetic entry qty:155.641996 bag vehicles:Loader,Mixer labor:Unskilled,Semi-skilled",Loader;Mixer,Loader;Mixer,9,7,Carpenter_skilled;Labourer_unskilled;ConcreteWorker_skilled
"Item_143 Synthetic entry qty:401.145994 m3 vehicles:None labor:Skilled,Unskilled",,,16,35,Carpenter_skilled;Labourer_unskilled;ConcreteWorker_skilled;Mason_skilled
"Item_144 Synthetic entry qty:299.266815 kg vehicles:Excavator labor:Skilled,Professional",Excavator,Excavator,19,50,Tiler_skilled;ConcreteWorker_skilled;Welder_skilled
Item_145 Synthetic entry qty:321.805456 m3 vehicles:Excavator labor:Semi-skilled,Excavator,Excavator,12,47,Painter_skilled;Tiler_skilled;Carpenter_skilled;ConcreteWorker_skilled
"Item_146 Synthetic entry qty:125.090139 units vehicles:Loader,Mixer labor:Unskilled",Loader;Mixer,Loader;Mixer,27,27,Painter_skilled;ConcreteWorker_skilled;Welder_skilled
Item_147 Synthetic entry qty:141.343552 m3 vehicles:Crane labor:Semi-skilled,Crane,Crane,24,18,Labourer_unskilled;ConcreteWorker_skilled;Painter_skilled
"Item_148 Synthetic entry qty:171.116537 pieces vehicles:Crane labor:Skilled,Professional",Crane,Crane,25,36,Labourer_unskilled;ConcreteWorker_skilled;Painter_skilled;Carpenter_skilled
"Item_149 Synthetic entry qty:343.801837 pieces vehicles:Excavator labor:Skilled,Professional",Excavator,Excavator,15,36,Labourer_unskilled;ConcreteWorker_skilled;Carpenter_skilled
Item_150 Synthetic entry qty:381.25138 pieces vehicles:Excavator labor:Semi-skilled,Excavator,Excavator,20,47,Driver_unskilled
"Item_151 Synthetic entry qty:490.121614 m3 vehicles:Trailer labor:Skilled,Professional",Trailer,Trailer,21,12,Welder_skilled;Painter_skilled;ConcreteWorker_skilled;Labourer_unskilled
"Item_152 Synthetic entry qty:26.776175 pieces vehicles:None labor:Skilled,Unskilled",,,11,37,Driver_unskilled
"Item_153 Synthetic entry qty:454.975982 bag vehicles:None labor:Skilled,Unskilled",,,19,23,Welder_skilled;Tiler_skilled
"Item_154 Synthetic entry qty:252.604564 m3 vehicles:Crane,Trailer labor:Unskilled,Semi-skilled",Crane;Trailer,Crane;Trailer,16,30,Painter_skilled;Tiler_skilled
"Item_155 Synthetic entry qty:483.995247 m3 vehicles:Large Truck labor:Skilled,Semi-skilled",Large Truck,Large Truck,25,22,Painter_skilled
"Item_156 Synthetic entry qty:373.762072 pieces vehicles:Crane,Trailer labor:Skilled,Unskilled",Crane;Trailer,Crane;Trailer,11,41,Painter_skilled;ConcreteWorker_skilled;Labourer_unskilled
"Item_157 Synthetic entry qty:442.161361 pieces vehicles:Crane,Trailer labor:Professional",Crane;Trailer,Crane;Trailer,10,10,Driver_unskilled;Mason_skilled;ConcreteWorker_skilled
"Item_158 Synthetic entry qty:436.310806 kg vehicles:Excavator labor:Unskilled,Semi-skilled",Excavator,Excavator,24,42,Welder_skilled
Item_159 Synthetic entry qty:136.839805 units vehicles:Trailer labor:Skilled,Trailer,Trailer,20,16,Driver_unskilled
Item_160 Synthetic entry qty:415.074051 units vehicles:None labor:Skilled,,,22,49,ConcreteWorker_skilled;Labourer_unskilled;Carpenter_skilled;Painter_skilled
"Item_161 Synthetic entry qty:169.567451 kg vehicles:Loader,Mixer labor:Skilled,Unskilled",Loader;Mixer,Loader;Mixer,14,19,Painter_skilled;Tiler_skilled;Driver_unskilled
"Item_162 Synthetic entry qty:226.538903 units vehicles:Trailer labor:Unskilled,Semi-skilled",Trailer,Trailer,18,30,Mason_skilled
"Item_163 Synthetic entry qty:407.172096 units vehicles:Excavator labor:Unskilled,Semi-skilled",Excavator,Excavator,21,30,Tiler_skilled;Welder_skilled;Driver_unskilled;ConcreteWorker_skilled
Item_164 Synthetic entry qty:297.813575 pieces vehicles:Crane labor:Skilled,Crane,Crane,15,45,Painter_skilled;Mason_skilled;Welder_skilled;ConcreteWorker_skilled
